layer_height,wall_thickness,infill_density,infill_pattern,nozzle_temperature,bed_temperature,print_speed,material,fan_speed,roughness,tension_strenght,elongation
0.15856722974728127,7.142803963739951,80.49226209225115,honeycomb,252.10296945715973,79.98072903642301,60.79094768396021,pla,100.56031958518936,327.2507772055806,13.75330215934611,0.6575130040665388
0.14248376585030229,4.517610438853539,47.712391888986424,grid,219.92694450931896,60.803367329662215,60.39620103533025,pla,4.927471394894902,167.17600501268956,26.370336964265686,2.4954116742677788
0.10018633403307796,4.310642620536589,39.91447719839483,grid,203.27232948211076,66.029026075898,118.05160998048268,abs,26.8811520756311,160.59660333854,11.414738747218623,1.278733621826916
0.20135103412256308,6.973619048226557,27.171012771230743,grid,229.66766446037565,69.9723197858353,37.69868744974862,pla,52.580766539161836,284.413926393012,27.32405699915516,2.1331680028756757
0.03835656728165214,6.78215481633674,93.10761305516564,grid,223.89619430372875,65.0789923977324,37.689198126145385,pla,27.196378315388706,35.579422994094706,15.68473669627722,1.409353685949867
0.19855497319868254,8.688305877016214,96.38928143059017,honeycomb,226.29245803647567,66.14455487759696,42.408465327616746,abs,27.842352353254118,291.5790289760457,33.47295044326412,3.1675989494475902
0.11199387037408857,2.276399554892447,56.835314583027426,grid,250.46158125363772,80.53510501232286,117.81915190115555,abs,101.6828956550157,381.8430637370464,8.820416754991664,0.2604807361818141
0.05769645749310848,5.461309280723993,11.7686860890908,honeycomb,240.3272651090752,75.14739665825462,56.51749633804827,pla,73.65584585239166,206.6855368231021,8.71254407389435,0.9277849184109478
0.14881589926540306,9.745598808831831,32.100761753868355,grid,209.9891229100017,70.32139363716631,58.18578327341849,pla,47.28029475106135,170.17120099279123,25.198798889693006,1.9936883435615065
0.1407469189701436,0.9788753443870891,45.24124065707264,grid,237.36594002552835,75.53026477028367,62.1166095758672,pla,82.02924138969391,276.9143176087831,9.27960674161576,0.6279323445547951
0.14551236263402673,7.588813578521063,82.50017510088492,grid,250.9240769224496,80.20073763642463,60.488486932197816,pla,98.16244754550098,312.0963092812525,12.335978126783315,0.7522715353743844
0.20505135763223528,9.419620856558799,90.93436422948062,grid,227.68351594135453,65.64346737843825,38.608670127898314,pla,27.871847546728716,277.66538511340065,33.63447600671745,3.0668534673859216
0.15058263469610414,2.7493516114237027,77.53047900946713,grid,201.0014064396864,59.6444562909746,65.86075621457178,abs,0.15778550306604158,184.6391942540066,33.74956944640955,2.761330973553861
0.10057750075175209,4.158701730502179,92.25245013935411,honeycomb,214.17446114103222,75.1126725658795,121.39739555186081,pla,70.61953968478298,147.79314308486522,31.956831548504002,2.97169693110309
0.008581248862685352,7.780856586070336,36.98644221338962,honeycomb,220.8698901193392,80.7980151162932,37.43231130329216,pla,94.18977048906761,24.671310004831035,23.739343684856944,1.6489829996453529
0.06666251068987815,1.9987262623429651,24.086193203774997,grid,224.98654304804865,64.41623106205472,69.06068552043332,pla,25.802477429536076,96.63165831242895,11.974511862622014,1.4822300532535477
0.05829187311993133,3.234997818033168,39.34007315580951,honeycomb,207.308939788034,64.73788909851568,57.89411311784257,pla,22.355444819972174,139.98948883917865,23.895079845839955,1.9257781796161035
0.10777404158456498,1.3448969169591418,49.522140086656954,grid,200.10252472875004,58.661626340768564,116.5429097968865,pla,-2.7979883172172597,179.62612031002703,10.217960162098343,1.566117464437536
0.21101826816797054,3.430236147929478,78.79272866678083,grid,220.72552845238667,59.6501279057133,43.16694650431874,abs,3.323379228868667,206.37598129443685,34.674148267447364,3.185991354911463
0.09336895384922585,4.210945503169499,43.17189665268546,honeycomb,203.2975963845321,65.65207453893046,122.26542581823533,abs,27.906995031905332,184.99301558933612,12.834724253621765,1.1446951770604854
0.15710738175486905,4.537231059344989,55.198729302723265,honeycomb,221.2944889146426,59.99024394311718,59.6784136312978,pla,0.09757582028545052,166.35697366555866,26.334631059835445,2.4547587932856882
0.09855199414807411,3.933708222325615,96.66514008014764,honeycomb,213.9529214632666,76.11746879461089,117.03787730006628,pla,80.67497085844711,155.93785575762814,33.98225866016566,2.897149296137765
0.012909691742095981,9.798810617516711,36.79820302779269,honeycomb,203.48842694607322,59.8481661188621,40.94673832036008,pla,0.21177532524693204,71.16656374091286,24.203977894092397,1.0864731607884528
0.008498743102273634,4.429970605649336,10.007038058170691,grid,203.86008880124683,64.14711163427278,37.28051480237872,abs,28.485411460006205,56.73935383220242,11.094749343550703,1.264086883762192
0.06270098053230738,8.262895780250721,34.800743932974626,honeycomb,209.02582900908442,70.56972671270128,59.947247177732834,abs,50.31925670517309,82.72432481839367,24.417401336665442,1.8103266300403318
0.1521428156282381,7.049047044713203,7.313699654268876,honeycomb,226.27646956862895,65.1305616561768,58.94706573402859,abs,26.84931375679927,148.89297784875785,18.87766009162451,1.815410142806257
0.07290542675112055,6.103075617665668,77.10189066018525,grid,218.36337953908443,59.11627046607269,59.85284452813177,abs,-8.108184591023793,71.87317152893662,36.34485458857837,2.4255621460497467
0.1546590142938452,6.109394083382962,44.79481916942048,grid,229.97021179750084,69.48091295850634,64.10658508116666,pla,43.45297397862788,219.6513439447509,18.76165260184572,1.2495724306128206
0.09342485377250137,3.2688551289039847,49.92502207442367,honeycomb,209.4660873863431,71.02145698674055,121.94580505347047,abs,42.238108884714535,150.3531746456751,16.76231976320574,1.9981046673616678
0.06331793108957055,5.691989754018272,80.95518054354825,honeycomb,218.330692958074,59.279568810469286,64.44782696278891,pla,0.39083462077632786,67.4747866224972,35.868564885589116,2.361142323063878
0.012007266321504262,10.596402070705345,11.208051247923526,honeycomb,212.29196280227808,69.77344947129359,38.80451002697059,abs,48.266003214629634,9.362279093972996,14.637274310972654,1.6024823158844492
0.05053058409144383,1.8548637418396017,18.19608291914081,honeycomb,221.62097090142888,65.0283877848478,59.634434819465696,pla,23.83113074510415,87.07971431085821,12.521142011539228,1.3128303206715504
0.13184939158357098,6.901773603572231,12.748529449200282,honeycomb,223.4133151406496,64.14047175147304,62.30881065088942,abs,26.064182618165653,177.5442893694143,18.76494063546689,1.74351798308316
0.05477789937846538,2.60354945396975,34.812472012642296,grid,204.99581762382994,64.59065455558562,60.68512742391214,pla,21.91882179419743,150.84296230551163,22.095977690710313,1.8746721899794605
0.01355846125676806,4.515923014303819,11.523240100813759,honeycomb,203.89679197332052,65.17958238172855,34.39763130502345,abs,23.210803912664044,64.84507308183912,12.427531938973289,1.2260052667593817
0.05372862116585915,3.24942246066776,42.817454188336754,grid,205.461113075456,64.91905791432667,63.3171090344757,abs,22.278488504833753,120.3844798932731,21.622822144046303,1.9189002963091188
0.0549640224545744,3.024232475380575,43.89448319969006,honeycomb,250.7443527476946,78.7935646988076,58.07512653026027,pla,96.32257024015988,223.80730957876324,10.63677965727113,1.1277208386767597
0.03317380576159483,6.607786248871018,89.49819576071846,grid,225.35835109672672,64.55751699192638,42.88048656190595,pla,26.462712361324456,29.005940604461376,16.12192825301314,1.296204452216716
0.017730328401252146,10.140605839583298,36.937872174926554,grid,203.98354146374925,60.49806082353149,36.58277683100099,abs,-4.2296303027802225,58.265054704986824,26.285001545711307,1.1080301088268805
0.1454358740594079,6.442546555822315,38.44792214113915,honeycomb,216.90337157383075,75.21121389280354,58.69591631314054,abs,75.52954146613995,156.91919390502022,21.7138425747174,2.339363014397044
0.1939235204131811,4.31534851787175,77.8823130445101,grid,218.6007683491496,59.223253977924195,39.651713691745684,pla,-2.129025500579143,205.1475768817917,34.60703327693114,3.2525476133101683
0.02781516969562601,6.05641357048867,89.9962535693086,honeycomb,248.61486633972933,79.31385640582,37.737885142227036,abs,100.75061658801675,94.63415604550697,4.093874640523791,0.7638039537790492
0.21426858748276983,6.201012836545952,89.79608820510032,honeycomb,240.16245249113368,75.11153165673865,45.78983369673017,abs,79.91182746374379,371.8060829572492,28.702145747613844,1.6909400103123082
0.017905796734215308,8.485103582025213,38.95564412287061,honeycomb,218.82383390525823,80.8781309666328,43.78229913656803,pla,101.72075051979236,26.703874518170416,23.979651541668893,1.5664194207060083
0.15580354119103665,6.359897697289219,40.99368814992655,grid,214.4233750964564,74.27922213582585,55.90782198403426,abs,72.77911831572644,177.77771838854417,22.40183068256903,2.274936425077757
0.2024196503276162,2.6174542398409617,61.457007737460124,honeycomb,218.9587356074372,78.13984918413826,44.18251247282356,abs,98.02853871626861,215.8599939177321,26.589364401023232,2.995994830175003
0.15053126565646266,6.127043499839295,40.28891814568991,grid,217.01174154678426,75.16246213723373,58.86848977906643,pla,79.73480085446228,171.78141927190794,22.11034071409996,2.366226899334145
0.06062713810817134,3.405949257548118,48.21902037621465,grid,251.69327052984266,79.6399145125562,60.03257548425401,pla,105.05145690825026,212.01977102735611,10.26066176767115,1.092397211560672
0.05502644136652979,4.794809003336417,77.74010528245455,grid,215.11485573633274,74.41184557293795,54.55531704687453,abs,78.71163627947834,97.31255062937089,33.49842851197616,2.11033425406823
0.10115781810756343,0.6639613110096021,29.345114902151106,honeycomb,221.05116792498362,79.74177332711689,119.60240753716518,pla,92.40729439117126,114.07414529046967,14.158925930318478,1.597428954964758
0.1977892083989085,8.807477479459267,91.38442618482787,honeycomb,226.3486935295066,64.9709706058284,39.65774417128025,pla,20.14383470817115,279.4208997477708,34.60500285279111,3.0080879766583455
0.2035930749454713,5.011678375820131,62.79759793403664,honeycomb,201.11841020593732,59.773314201466675,40.781107040346605,abs,-0.29465938416914184,329.6970829643938,27.279694880241482,2.6871599653989824
0.14913881832194267,1.4696803529064368,44.74876554147838,grid,241.2720986347109,75.28166079300232,59.46596864505843,pla,74.73013709677909,289.5149202767972,7.805118113332119,0.4252955845180043
0.09607747193666522,1.1639624237271946,31.922514086566572,grid,219.61194802713635,79.4569277268382,125.10903158102077,pla,95.21928666889075,134.53479927326555,12.840924422791222,1.4885875774861679
0.10724849462850401,1.2646835652614992,32.27468783124922,honeycomb,223.13497302425674,79.33809609828445,122.48824887412404,pla,101.94007743492278,109.27489038351975,13.873471652426787,1.5812503851163013
0.060228383540734926,8.116530302667863,31.81320681565676,grid,211.4110166869246,68.43824484267587,51.91997540098577,abs,57.24681773664327,94.31224080812194,25.0914914984748,1.601475873645212
0.206176238415337,5.1035124681976844,61.08257587494361,honeycomb,199.88675630003797,60.455099662055304,44.31790326082234,abs,-6.031107184163401,320.69572549564305,29.263081184869964,2.7509886049891614
0.204321796435555,5.01013894758066,58.390937581966995,grid,201.00474667318093,59.875838251423495,45.07980735953104,pla,0.6492820960859732,318.1811954469064,28.147494464754157,2.6859073252327565
0.19556954895383152,8.82483771201675,93.12812167077603,honeycomb,223.02135034192005,64.81051549176993,42.266287607326504,pla,30.16404669229805,258.31199927609924,34.511813732275414,3.1433323486627507
0.10613707281882308,1.8521373377842714,62.79486245828119,grid,251.56965542191423,79.83298242772219,128.54155201810815,pla,103.12166928698174,379.9848015871264,9.651179490232883,0.4152508526123364
0.09276025176006636,1.5003411941291018,25.77332608819802,grid,221.98172949733606,64.34791585936725,125.65156451058927,pla,27.498294261397724,142.63763129977,11.846531983739075,1.1327040814714555
0.10209663186616401,2.011309154993991,27.024817831545967,grid,225.57508972852534,65.09487695703302,118.49434992836694,pla,24.16518756453638,138.2232713796287,12.259196109198875,1.0535174127209288
0.06772545426073466,9.837377897632841,48.98164072382595,honeycomb,226.55890519476833,70.65128061162554,59.3755303112541,abs,49.65464183437306,116.64980181339162,16.067041004648928,1.17670191286232
0.021783452438821307,0.7396289131854227,80.70884743909451,grid,229.80317192483454,68.89575903071564,37.584604986094305,pla,50.448947446025144,31.594556307435393,8.027706530334777,0.7790512723293677
0.09274551510073618,0.9074163351657574,43.6961531388759,honeycomb,220.78086377516507,60.768680900746155,116.91455528667696,abs,4.206765066658934,124.0586419470801,15.450274028829021,0.9851155080672003
0.15674887597435874,0.9267171223472105,47.369846291884045,grid,241.7546665197195,74.90325820725518,62.14065791748844,abs,72.85434907747188,293.5241193765058,9.833252231490944,0.6995519412485259
0.1926116598118561,4.208217814017364,18.50145584835432,grid,205.41742161668915,64.30964348379783,40.791237270301735,pla,19.924256097373817,270.36890308334637,14.66372943850104,1.8504708508192849
0.14640022582645917,0.5798811860190365,52.02127033864873,grid,239.47473922911723,74.71004422441963,56.20536947881584,abs,74.48246574003443,289.5384872817718,8.379751370502357,0.5736517399538943
0.012619716158620746,7.525127412752332,89.19694621669257,honeycomb,219.9240410826718,59.54833563263622,32.152542388326324,pla,3.100513365558789,27.87842198637307,17.769683486859943,1.1310694196134676
0.024002724931226523,7.275120644911514,91.80309550499868,grid,226.90536077524763,64.81081074053323,40.06314458052226,pla,21.54966863212879,50.594183926481335,17.243436024753215,1.4059448481057608
0.017746358428406103,8.008414156147913,89.14827903901158,honeycomb,219.47073284121055,59.71597665059282,38.23579438660633,pla,1.443938185481487,19.29130157453603,17.132229619329472,1.2381869218774324
0.14784544851676792,0.6073726689181396,12.232273908800362,grid,220.06209095406086,79.80979894242526,57.07044100281763,abs,103.63830077462177,146.6330344382922,3.980031410760082,0.7190518131540622
0.01816120052449665,4.7916435467987935,8.75288966203568,honeycomb,207.1370527567295,65.45144658442982,40.72990120075198,pla,28.27692474690452,50.76491813884799,10.94815795191077,1.3193423428850108
0.0211645716273965,6.712775509613543,90.96302162647284,grid,226.26482064580622,67.12794494439022,39.334754004483614,abs,24.170547975238563,41.42255168624299,16.19802192146565,1.3533061120746441
0.062396798885369475,10.200864842216147,92.54416665509487,grid,203.24741066951043,61.45428230281882,55.463301293929575,pla,6.162650018537497,123.91252013211135,26.904131822100297,2.0247320748562334
0.09211858749851254,1.2029955512379646,37.04140774206709,honeycomb,218.94001455042306,60.099343748183955,122.05908914800732,abs,1.8270072560822823,102.09291684599705,15.966230127684756,1.2140034097249082
0.02618422784740625,0.6132091598784457,74.93650809189245,honeycomb,230.54454141671366,70.23316159247871,33.71324045301136,abs,53.54097929592749,37.896938166419744,9.249418676826473,0.8488935305929258
0.021198486504097894,0.9697304690364569,80.28246301792804,honeycomb,229.86475159292522,69.77767545158555,44.98847246048048,abs,54.0809340235891,44.32229394780412,8.344484323628304,0.7588560132600982
0.10831035492183413,0.5212454393343655,46.643057345455716,honeycomb,201.75387910954342,60.07207289222825,114.84273245723276,pla,-5.281868792514899,184.45602990870015,10.810065900669551,1.6350782805545168
0.01229278957149548,7.653097104831975,42.47159697086585,grid,219.13845739994298,80.5615507870036,42.81503630247935,abs,98.68151056551,25.252399712656324,26.05677768642985,1.7010150599129032
0.05454414083897499,6.03746242508534,11.129328834282735,honeycomb,241.69082567073957,76.10170931547079,57.64446058896449,pla,76.67800883746276,198.3171512088486,9.190310135638775,0.8422556077305215
0.01166815144986558,7.073643999531987,87.08649882030839,grid,225.51253249796665,65.29635573945389,39.12755797022381,abs,23.845581067547016,41.44249448601098,15.64377462915133,1.5016275519219282
0.06537222722171038,6.196982830934683,79.09008702922527,grid,222.02978016940958,61.03793827904241,61.18327809188015,pla,-2.202212916519296,95.97492634270067,37.53618241052412,2.269288101832573
0.19451514349006566,7.112071469527899,28.118432140976832,honeycomb,229.81402571141538,70.37565877951756,39.89233775456228,abs,50.51834718287169,295.3642072293373,27.632383870397476,2.126817237452398
0.10390939801114905,3.9796524053458,89.11003331173829,grid,213.66629569470075,75.25838834777322,117.77268337246919,abs,75.69335480944008,131.94444743892063,33.80750999593385,2.866533856952479
0.026628794550924522,5.944993124010091,86.47821123574727,honeycomb,252.29448975560368,80.01896629649987,41.871786211932154,pla,98.38882032853554,74.5895535781741,4.161902955294625,0.6990424590041859
0.0639042357024415,3.0107790336109392,51.38059313107786,grid,252.0988878242485,80.18061260699166,59.431264822819315,pla,99.92689142400552,205.79248628154707,10.282153535827941,1.0385445777377151
0.1106303806462397,2.071615916299204,60.456603763635066,honeycomb,248.2718113016063,80.06658639443236,123.7345104615237,pla,99.6986186428554,379.78106057285703,7.20360066966255,0.15728439188830695
0.0180460597886316,10.476314856825617,7.960786040630477,grid,209.85451133744857,69.84916903770079,37.83622095568629,pla,50.38137145396995,21.973205768287443,13.806447800973851,1.5162005240143432
0.06387892364141187,5.0077884991804815,80.9389508328581,grid,214.81687329474906,74.09031591633683,59.41560604408026,abs,72.50267436428926,101.83413620034969,32.65395342549445,2.0911650003331728
0.09506206772117037,0.8914985645962523,50.793632203998094,grid,201.24640451106137,58.82082075221615,112.94803836996593,pla,7.415885404594355,188.07664323140105,11.272906256357613,1.562057401547995
0.20939574032902936,3.2361998083861865,57.80966261570429,honeycomb,222.47568754050616,79.22892640682844,38.469483150395995,abs,99.9240463543306,215.53467558914966,27.1040256673884,3.1697592268212778
0.19659711331907354,2.8510327840466836,79.32233791606973,grid,249.69405375191118,80.13182603573821,42.18215576586298,pla,98.93611594600493,378.05505291905547,21.63281402193941,1.0816465223182128
0.0589346603137612,6.26627008645216,10.939367934417783,grid,241.3085922209789,75.80539242967338,57.043937377768934,abs,75.49521498419688,189.71647779209562,9.553040697005958,0.9416299452083626
0.05874066838731778,2.1728888792607743,22.853429356001584,grid,224.98484651186865,63.91680242683507,60.87196384165999,abs,20.487365437427552,109.78652830505376,11.232573395002564,1.4174683005721112
0.08556724450304999,1.0371034307903026,53.82903398517197,grid,229.50558610214213,70.16910313086257,119.25309722219116,pla,55.91716601134647,263.7993722936615,10.607985530820411,0.9855629187523148
0.10230943237301578,0.9982578981634884,51.04923789923506,honeycomb,226.82410790001828,69.67437008784026,118.94622232701757,abs,42.10446895304312,274.37479791370197,9.517990372311763,0.8394463244848234
0.06291381755348358,10.00335621638903,55.73847963646555,honeycomb,218.57827194311704,80.59894588410293,61.50820579161997,abs,96.631584108817,64.53393144218074,28.862071539466186,2.0932884933661535
0.14909606880476506,6.189692847586498,39.15249253013894,grid,214.6870405206144,74.68682208128955,60.618502899521744,pla,79.34220630946035,160.53215513714522,21.638738026980125,2.2939184720513626
0.20976214882264094,3.218875983956733,75.29182165061488,honeycomb,252.61889763713776,80.2417356755448,42.95035166660122,abs,101.69333107226515,364.1709292909782,20.960628209003186,1.0531596162593777
0.10056208072649069,2.1964600836870942,61.29160844093193,grid,250.51275244074031,81.0679229061878,115.34408885249577,abs,98.26525494354257,367.46241107307463,7.524175745689865,0.4077293322687287
0.1350689713095644,6.087188813752811,51.6441516636429,honeycomb,229.02275533514828,69.5433149910784,62.12051599342731,abs,48.106202836259314,230.60617189890306,17.19890500693672,1.3251366993800944
0.024527676250828533,4.713821775124071,7.972760516447854,honeycomb,203.53681307557665,65.48341421678468,41.6078265207692,abs,24.070893324269118,44.41244709229535,12.220461456376889,1.3172008253506244
0.09602191564152139,8.759892674254976,82.71363943941792,grid,239.90488823207224,74.88653462289398,119.95597644259233,abs,75.5181590440878,324.33122650505476,17.418838722468124,0.8187920319502066
0.0650483734585255,3.297334243977687,54.99650766327074,honeycomb,249.27668223892672,81.63120850574862,63.88588476462143,pla,99.37036832177566,222.18823443992522,8.296383416014992,1.0202788193337469
0.013194846791004074,1.597749095168712,81.57686199207325,honeycomb,228.48711299843592,70.33558876112231,40.455208812344054,abs,45.5202645662181,44.67357242000938,8.239839344381169,0.7307646580964461
0.05621020537430886,5.879491348216963,75.58292713032301,honeycomb,221.56231356119025,58.58092750742579,58.86506879214565,pla,3.608994266500625,68.6408441479801,36.45502614437942,2.40608270348028
0.14971930278148254,0.9825003451613601,47.98474196890528,honeycomb,239.45502543645264,76.0119607278855,58.86510603283633,abs,74.09776251670927,294.11215081831875,8.023626417494013,0.5888988253475348
0.20144506037036242,6.9075235331141105,26.456135075277903,grid,231.4758195469592,69.48427699123708,39.21260947398237,abs,45.15229478598326,305.4620093087255,29.001994521456044,2.3051585953817137
0.10005435940809977,0.7537118660623711,53.92385307957377,grid,201.47322619648978,60.072220766293164,116.42317944107792,pla,-2.4327200990710933,178.05248402230055,10.192624060523567,1.5555769926859964
0.10446623979181832,1.0468572060130321,49.93852774056868,honeycomb,228.76259598013382,70.90398021039054,118.20975295906696,pla,47.09423651538773,248.3739253830372,10.052948286727299,0.687645284742083
0.1440727310277364,4.16685431195058,46.08507515506985,honeycomb,221.17379060021852,59.23212759399683,55.31343004702994,abs,2.8107244646608867,180.83228114208242,26.566543006051138,2.394032079255254
0.0908695895874521,1.0634957505084492,38.2934285848923,grid,219.31385516950266,60.98631790051491,122.18165512888783,abs,-1.5779225559891317,129.51381399476065,15.944826047385025,0.9996276865197252
0.1621641407711518,4.222232728515675,51.70951963526995,grid,219.32030535548148,59.99898402543631,62.04828198220129,abs,0.9292161515992002,180.52901880977367,27.56339343045532,2.5135409858016504
0.056240429524521504,6.130189912115883,11.606864636405271,honeycomb,241.78113321667269,74.47802724025662,60.436664328534356,abs,74.62723532418482,216.50783482602594,8.22168688812579,0.7938303304119908
0.2063153629859083,3.0471062686652983,57.405690374139105,grid,220.06252526264774,80.4007631017844,39.16194058542037,pla,95.62667575228792,233.06062031920553,25.675225539284884,3.165848637653693
0.1018808710648571,1.4755023763102295,61.56216876379175,grid,248.3818318417702,79.57054869956715,121.1151808300433,pla,101.90969763197997,361.0527823904687,6.364327943988205,0.3759464049083959
0.19876282019411676,5.590441704482884,87.6524164725158,honeycomb,239.31418681611925,75.96009220756403,39.77752620435828,abs,77.96693310535971,363.8111083875331,28.10944437749825,1.671467723303703
0.01580388085149702,8.561208826060254,72.37655482512277,honeycomb,216.59516882062692,75.04475721825985,42.83622453639632,abs,72.10960801809307,25.412458858355766,26.833147213600952,1.4688716139839137
0.20280419086851573,6.690065220379447,38.21086880609308,honeycomb,217.28645678067517,75.48880293945548,44.11961749559223,pla,72.85167667831995,242.47683707265165,30.223105425030468,3.323098857643352
0.20108241482565442,4.863160513003786,62.62489638073663,grid,198.8840488326917,60.868459315778495,39.36847310338251,pla,4.4894123833138435,316.9193195232785,28.26788853018497,2.7425348829524645
0.09611456393400049,1.207304052183031,36.90206053930882,honeycomb,223.71734317194677,59.25328778679131,119.63026901971162,abs,6.179864859061887,109.49667836587908,16.224161122184004,1.21907333648226
0.19774220458452585,4.036383876188437,85.61496849488124,honeycomb,220.63514704051732,61.50868329835903,41.712286559487964,abs,-4.963636073421501,216.96709159695075,35.08006053337816,3.1975876014758664
0.01677321212724245,4.859097112298617,11.188906071057724,grid,205.10540174765035,63.93623357972918,41.22507132725757,abs,18.442969390299123,55.850995461127425,11.16622819229715,1.1683187122098047
0.2128388384805277,4.465109435794597,18.97311343868984,honeycomb,206.66012568245208,64.92412416180923,40.791355757241085,pla,26.90804589253862,254.56499746320654,15.217505649362863,1.828326727286804
0.19797200679715304,5.420776731880743,57.42337996558942,grid,201.7965598639542,59.288883813509166,42.724860400890215,pla,-1.8555876939787885,319.47057645346416,29.868025290912776,2.672496116308506
0.09687874806759705,0.6698093537627536,47.09560153800431,grid,228.9233901249862,71.1383000356689,123.0569273869783,pla,44.72623667861317,269.2230908424463,9.560693254025502,0.9570937706502891
0.0536230752909547,6.407095324050079,9.453266547322437,grid,237.8805083969434,74.47358268706854,66.83109682142052,pla,72.8971580721341,195.79808869341645,8.433639543778675,0.7670359253681854
0.09845369515426583,3.298626175671887,48.39758948672763,honeycomb,212.27892177336653,70.4314242424765,116.39204216443046,abs,54.888191205979766,134.22917222082484,17.506755703215465,1.8987688907448879
0.0537518254531229,3.422642246072405,40.86451576849578,grid,204.3507979513145,66.01932264818983,57.35896867925894,abs,24.039363883858,128.83535797317353,22.14048372238591,1.9825530631051118
0.06329768257823963,6.685455089368103,75.58520253930062,honeycomb,220.40333412949252,59.72870417526034,64.82082109815929,abs,2.763459891309829,86.13557731456447,35.43748056922384,2.4446263169312834
0.09212211816481472,1.1521136199353306,27.775758038952286,grid,220.9911226584681,80.49380937852375,116.64719217511684,pla,92.46283727383768,118.97933644233673,14.703280010137366,1.5074818467922582
0.06318876617701512,9.54423539596401,55.75729430638374,honeycomb,218.41653156403146,79.73976354895487,59.0463007853534,pla,96.94288708654877,51.7915378161929,29.714585770412246,2.1042212568213756
0.06054406613398379,5.971974863457422,80.44606338150973,honeycomb,220.0246269013158,60.72829174045475,62.44155270469957,pla,3.4004805280555046,81.88627353220005,36.94798511409329,2.4921684713751318
0.1895682079098606,2.461269342131624,55.2605249979761,honeycomb,217.5175276113542,80.48570436327255,42.1722007488143,pla,92.75297052012439,224.8909881313946,26.89450699191252,3.1468781415225706
0.15127813577112617,1.213063461963087,53.70081041779528,grid,236.7615768294889,73.83773298876616,63.08712521607118,pla,76.91568532460546,294.48700289589146,8.816629451832766,0.7173497213625442
0.05133979557235224,6.052462603469851,8.287428705198366,grid,238.87640326428425,74.93498861615105,52.685596963631774,pla,73.27524570803766,217.61887200753068,9.408771604723137,0.8985760499399675
0.14844729878516127,3.650431607663571,53.89626832870054,grid,202.77183555038067,65.22003447580974,58.21320971934934,abs,22.709178486783056,217.34438815754822,23.12176492583047,1.7423559473191659
0.15767647489811068,9.982239429415175,29.016371172012523,honeycomb,208.27990319272075,70.79204034678007,62.62948054350445,abs,54.73089028707098,173.92381361429022,26.398549846998968,2.123958491280983
0.2032737660867723,3.2587564121506154,80.88205073129701,grid,248.12102835616346,80.61821043411764,37.27464279459243,pla,99.94189396762174,353.91409819816676,18.82864153198379,1.2436313588609584
0.09865162671856996,0.9508346509027309,40.72505719091258,honeycomb,217.5537451577939,59.84546161308561,120.80247339867812,pla,-1.1857155988830521,130.92897470547024,15.34362045421365,1.074397941626998
0.05477947714172689,2.694615685348246,51.87796425099408,honeycomb,250.9184427923683,79.89549289927652,58.85191392622028,pla,99.93426458476483,220.84852819320284,11.881030830114273,0.9150319594841123
0.09648596806405298,3.8722336072430408,89.10905239613969,honeycomb,212.65765073619295,74.77558261641421,123.93931578414934,pla,71.72342276324987,128.62409718108788,34.232396056560475,3.0772140792006693
0.21033901624537701,5.854947237323639,90.23101293937017,grid,241.7144774217682,75.8836247756111,36.53927722944306,abs,78.93893217974207,367.18639411872186,27.370093761828574,1.6570969756536071
0.027051913278628284,3.9104626176022617,69.65796034944717,honeycomb,240.4001935709719,75.8023415627075,43.04872893235661,abs,78.2650099324452,85.03817582423318,8.72528599339227,0.5692887541089601
0.14674952698137678,6.216988256472739,51.198199741290026,grid,229.27130159939432,70.30490994797705,59.30312784221118,abs,44.87194200526954,222.17541805172215,17.697479503412495,1.5152006575888917
0.20452526077127506,4.1874988846450885,81.11591727873837,grid,218.95734705693846,59.416166115495386,40.67908568545157,abs,-7.8636748959376215,208.6066232502743,35.098941892799004,3.23870072229641
0.020838160360832917,9.959057716244955,43.52793981714519,grid,199.97073632596906,61.49995437379024,41.8534584150989,pla,1.5648029366291707,60.62512693364106,22.491582926052423,0.9856134911117128
0.09079488354613047,1.6605471547628088,58.53272311720704,grid,251.09531013197963,79.38819873135202,113.23817362640246,abs,96.72422434837623,378.5111208107415,8.266120879648433,0.3601564363368496
0.0591204511021446,10.369006528805937,51.96756485864785,grid,220.76268469159788,80.70163508149888,55.670607685299736,pla,99.43524670032096,68.86095528327755,28.437201946787464,1.8441011906692752
0.1500789950113287,6.0039627033077645,40.14164681900798,honeycomb,218.3537940572432,74.53156409170555,58.62275432118368,abs,75.25031510965563,173.82001081534426,22.479956606861002,2.214043377871698
0.01620726400085683,9.797630337578301,4.330314370521223,grid,212.43657522482195,69.95784738973626,42.56462621214392,abs,53.38917728332606,28.404516830855464,13.59003997455891,1.5394842027221225
0.10772941319850356,9.010468335606964,76.58810066390659,grid,240.04950552070582,74.59513846658267,119.72353377478231,abs,72.07982741533904,311.08621914498707,19.610409804529823,0.8731180400257359
0.10021104883888506,1.241743914309241,38.79434576985288,grid,220.40297934786744,59.274691663075515,121.85633642051384,pla,2.160383571772852,135.6575156879765,15.88092453349181,1.2192687120831072
0.0554835605893156,7.77241765087546,29.90656450972896,honeycomb,211.5268786589676,69.96089794915852,60.57755820206147,abs,44.43276409346521,61.53060428616929,25.99392976412487,1.530479806409324
